CrimeID,CrimeCategory,CrimeType,Latitude,Longitude,CrimeDate,CrimeTime,Severity
MUG-211101-642,Robbery,Mugging,28.71166709639316,77.08017172195241,2021-11-01,19:52:18,4
VER-210405-212,Hate Crimes,Verbal Abuse,28.706680212919157,77.02309352413126,2021-04-05,01:23:30,3
BLO-210220-063,Obstruction,Blocking Pedestrian Path,28.645735600444553,77.07394553701917,2021-02-20,00:57:33,1
BIK-210701-705,Theft,Bike Theft,28.699559058390594,77.0861994804435,2021-07-01,22:42:59,2
DRU-211116-336,Traffic Violation,Drunk Driving,28.64662520601666,77.06641212656025,2021-11-16,16:26:28,4
PAR-210902-631,Robbery,Parking Lot Robbery,28.705467328535505,77.05049913105532,2021-09-02,11:02:37,4
DRU-211008-434,Traffic Violation,Drunk Driving,28.723394129242816,77.05669317860504,2021-10-08,23:52:08,4
STR-210220-464,Loitering and Harassment,Street Harassment,28.704746638028933,77.0640448155023,2021-02-20,19:00:00,3
HUM-210314-106,Drug Trafficking,Human Trafficking,28.70645420678366,77.03824477101792,2021-03-14,05:46:54,5
VEH-210116-292,Kidnapping,Vehicle Abduction,28.674543370134558,77.0810117765414,2021-01-16,13:21:08,5
TAR-210521-680,Hate Crimes,Targeted Assault,28.670102221934094,77.07196240522224,2021-05-21,00:14:33,5
VEH-210417-998,Kidnapping,Vehicle Abduction,28.682789333550513,77.06292136351682,2021-04-17,05:42:31,5
PAR-210410-978,Robbery,Parking Lot Robbery,28.696623447028436,77.06578300986143,2021-04-10,05:43:12,4
DAN-210519-099,Illegal Street Racing,Dangerous Driving,28.689368753489216,77.06527837906805,2021-05-19,01:05:33,4
PUB-210716-684,Vandalism,Public Property Destruction,28.66606575562878,77.08120721036462,2021-07-16,08:48:54,3
DRU-210428-820,Traffic Violation,Drunk Driving,28.67186369335057,76.9977426281556,2021-04-28,10:46:17,4
TOL-210101-214,Fraud,Toll Booth Fraud,28.664713229066344,77.06253106929823,2021-01-01,09:17:23,2
VER-210913-194,Hate Crimes,Verbal Abuse,28.659491364153624,77.06578234946687,2021-09-13,10:15:16,3
REC-210717-783,Traffic Violation,Reckless Driving,28.72314849522342,77.04728627569561,2021-07-17,05:05:12,3
PAR-210609-971,Robbery,Parking Lot Robbery,28.696291328535093,77.06513694858398,2021-06-09,09:49:59,4
VEH-210326-402,Vandalism,Vehicle Damage,28.679746488511956,77.05946545357588,2021-03-26,00:06:50,2
ROA-210623-353,Vandalism,Road Sign Graffiti,28.666062134481315,77.06658375992254,2021-06-23,08:49:19,1
ILL-211018-571,Obstruction,Illegal Vending,28.647149356839623,77.044529697444,2021-10-18,00:58:23,1
BLO-210118-975,Obstruction,Blocking Pedestrian Path,28.688432220536733,77.029716861478,2021-01-18,04:45:51,1
SPE-210828-783,Traffic Violation,Speeding,28.70548209638143,77.04971632512981,2021-08-28,04:19:52,2
ROA-210903-848,Vandalism,Road Sign Graffiti,28.709736136091657,77.04147668306918,2021-09-03,17:40:05,1
DRA-211122-847,Illegal Street Racing,Drag Racing,28.714934640249922,77.02481741445868,2021-11-22,17:47:43,3
INJ-210417-704,Hit-and-Run,Injury Escape,28.701737547265914,77.08493500375738,2021-04-17,23:25:10,5
RAP-210325-270,Sexual Crime,Rape,28.66076124694456,77.0504936487867,2021-03-25,01:43:24,5
STR-210505-698,Loitering and Harassment,Street Harassment,28.64095962373134,77.06406632503406,2021-05-05,05:04:46,3
RAP-210725-592,Sexual Crime,Rape,28.667863524669883,77.04823055254023,2021-07-25,02:22:47,5
SEX-210815-327,Sexual Crime,Sexual Assault,28.699422657291542,77.07293044882816,2021-08-15,10:03:35,5
AGG-210907-832,Loitering and Harassment,Aggressive Panhandling,28.676797288510926,77.07736584363391,2021-09-07,10:23:47,2
ACC-210409-324,Hit-and-Run,Accident Fleeing,28.713523008400507,77.02699520965034,2021-04-09,07:13:12,4
PED-210722-627,Assault,Pedestrian Attack,28.664068141293807,77.07284618560035,2021-07-22,08:02:19,5
PUB-211021-240,Drug Trafficking,Public Intoxication,28.678127340113317,77.04662596388603,2021-10-21,08:48:39,1
MUG-211101-325,Robbery,Mugging,28.65074047978548,77.07748550800618,2021-11-01,23:48:33,4
HIG-211209-291,Kidnapping,Highway Kidnapping,28.699514360973538,77.04788186227779,2021-12-09,10:08:10,5
VEH-210902-254,Kidnapping,Vehicle Abduction,28.70127554616851,77.03570170512265,2021-09-02,09:22:48,5
MUG-211021-161,Robbery,Mugging,28.64281420836026,77.05088587407572,2021-10-21,04:44:52,4
HIG-210819-767,Kidnapping,Highway Kidnapping,28.714709420042585,77.02732975206992,2021-08-19,12:48:44,5
ROA-211019-286,Assault,Road Rage Incident,28.672061727104783,77.0843226527945,2021-10-19,06:48:50,4
DRU-210925-270,Traffic Violation,Drunk Driving,28.66388902506742,77.0119074842124,2021-09-25,05:29:20,4
INJ-210309-187,Hit-and-Run,Injury Escape,28.646158875326165,77.06110311477345,2021-03-09,07:19:15,5
AGG-211104-478,Loitering and Harassment,Aggressive Panhandling,28.67962658226877,77.06918468532459,2021-11-04,08:19:52,2
