CrimeID,CrimeCategory,CrimeType,Latitude,Longitude,CrimeDate,CrimeTime,Severity
SEX-210815-115,Sexual Crime,Sexual Assault,28.51636923989447,77.17787089447779,2021-08-15,01:22:10,5
DAN-210505-533,Illegal Street Racing,Dangerous Driving,28.525738303454286,77.22135573249956,2021-05-05,14:45:06,4
TAR-210517-704,Hate Crimes,Targeted Assault,28.511652319079797,77.20148312946533,2021-05-17,04:42:57,5
HIG-210423-673,Kidnapping,Highway Kidnapping,28.51466835311184,77.264532253372,2021-04-23,14:14:29,5
VER-210922-549,Hate Crimes,Verbal Abuse,28.55528017021078,77.18564577630755,2021-09-22,16:49:05,3
TAR-210705-878,Hate Crimes,Targeted Assault,28.514926907667565,77.19606562580158,2021-07-05,20:16:22,5
STA-210207-214,Loitering and Harassment,Stalking,28.52315939365366,77.21414041230366,2021-02-07,09:52:04,4
STE-211223-260,Theft,Stealing from Vehicle,28.578344113280643,77.19978263272908,2021-12-23,21:22:41,3
ACC-210614-903,Hit-and-Run,Accident Fleeing,28.556420085768465,77.17269948996518,2021-06-14,07:03:52,4
DAN-210517-052,Illegal Street Racing,Dangerous Driving,28.530204357363008,77.24395229004736,2021-05-17,21:48:45,4
SEX-211215-131,Sexual Crime,Sexual Assault,28.578048885248794,77.17310923226472,2021-12-15,13:40:27,5
TAR-210619-448,Hate Crimes,Targeted Assault,28.52046732316538,77.25818457644012,2021-06-19,11:44:11,5
ACC-210223-491,Hit-and-Run,Accident Fleeing,28.579424288686763,77.24478485408589,2021-02-23,15:13:25,4
REC-210428-692,Traffic Violation,Reckless Driving,28.54556020999042,77.21931910237868,2021-04-28,19:07:15,3
DRA-210520-348,Illegal Street Racing,Drag Racing,28.570384648569974,77.17495395032329,2021-05-20,23:50:29,3
DRU-210912-666,Traffic Violation,Drunk Driving,28.5267469863917,77.25563903806194,2021-09-12,21:34:00,4
VEH-211209-349,Theft,Vehicle Theft,28.580822334253714,77.26447135035217,2021-12-09,21:28:16,4
INS-210703-273,Fraud,Insurance Scam,28.583590194241186,77.1688282773472,2021-07-03,07:29:06,3
VEH-210408-054,Vandalism,Vehicle Damage,28.597919957131705,77.22249806915892,2021-04-08,03:20:08,2
VEH-210410-173,Kidnapping,Vehicle Abduction,28.558259660011583,77.24675649948864,2021-04-10,17:04:14,5
PIC-210614-645,Theft,Pickpocketing,28.5346079251716,77.21930630567687,2021-06-14,14:42:00,2
VEH-210804-037,Vandalism,Vehicle Damage,28.59628041550561,77.26004586123409,2021-08-04,02:05:45,2
ACC-211002-883,Hit-and-Run,Accident Fleeing,28.521679153910277,77.23015122916819,2021-10-02,12:42:00,4
REC-210701-177,Traffic Violation,Reckless Driving,28.518663341269882,77.17095388830522,2021-07-01,05:39:42,3
HUM-210725-012,Drug Trafficking,Human Trafficking,28.56437941963941,77.25795521022008,2021-07-25,08:51:05,5
ROA-211106-746,Vandalism,Road Sign Graffiti,28.560614578274347,77.19732215698288,2021-11-06,20:12:25,1
TOL-211213-019,Fraud,Toll Booth Fraud,28.53568239457416,77.21667855043772,2021-12-13,23:22:01,2
ILL-210719-393,Obstruction,Illegal Vending,28.523233133827517,77.22688184484669,2021-07-19,00:08:52,1
DRA-210115-557,Illegal Street Racing,Drag Racing,28.549261070680867,77.26143099137698,2021-01-15,08:49:58,3
REC-210306-724,Traffic Violation,Reckless Driving,28.540898962325365,77.21153090434636,2021-03-06,20:06:25,3
TOL-210926-951,Fraud,Toll Booth Fraud,28.561322152328522,77.18151420282173,2021-09-26,18:50:39,2
PIC-210528-179,Theft,Pickpocketing,28.54143902724097,77.25493177909333,2021-05-28,08:51:27,2
RAP-211002-712,Sexual Crime,Rape,28.542510172590607,77.21945258365201,2021-10-02,02:37:18,5
BIK-210601-936,Theft,Bike Theft,28.522905363569222,77.17116893104202,2021-06-01,22:32:38,2
DAN-210216-038,Illegal Street Racing,Dangerous Driving,28.53280916719406,77.21904340099452,2021-02-16,06:21:32,4
RAP-210215-325,Sexual Crime,Rape,28.57783796684487,77.24525309608983,2021-02-15,08:44:18,5
VEH-210601-105,Vandalism,Vehicle Damage,28.518193628464438,77.23810625205867,2021-06-01,03:04:24,2
DRU-210910-994,Traffic Violation,Drunk Driving,28.538317565071935,77.25965356676697,2021-09-10,05:54:07,4
VEH-210327-414,Kidnapping,Vehicle Abduction,28.516008900791117,77.16645838645167,2021-03-27,04:50:53,5
DRA-210603-074,Illegal Street Racing,Drag Racing,28.561828351433988,77.20106891370135,2021-06-03,05:07:09,3
SEX-210928-598,Sexual Crime,Sexual Assault,28.565645878372145,77.17437816601254,2021-09-28,21:18:42,5
VER-210426-362,Hate Crimes,Verbal Abuse,28.561449477539238,77.21334138477386,2021-04-26,18:30:11,3
TAR-211205-993,Hate Crimes,Targeted Assault,28.522495770098065,77.25730729616723,2021-12-05,13:59:50,5
PUB-211014-292,Drug Trafficking,Public Intoxication,28.570893287976507,77.24598222527877,2021-10-14,09:40:04,1
TOL-210817-800,Fraud,Toll Booth Fraud,28.59443756766734,77.23088444643432,2021-08-17,09:21:30,2
ILL-210728-328,Obstruction,Illegal Vending,28.577804482020788,77.22986093247944,2021-07-28,03:17:09,1
VEH-210428-063,Kidnapping,Vehicle Abduction,28.59378036617405,77.21225949237639,2021-04-28,16:29:58,5
DRU-211109-082,Traffic Violation,Drunk Driving,28.5659567224218,77.22454494263022,2021-11-09,01:03:08,4
VEH-210115-792,Kidnapping,Vehicle Abduction,28.523087967739187,77.2398812265739,2021-01-15,17:03:51,5
STA-211225-140,Loitering and Harassment,Stalking,28.585226739336726,77.22206861934126,2021-12-25,18:50:08,4
HUM-210419-584,Drug Trafficking,Human Trafficking,28.55810938441459,77.22486526818511,2021-04-19,23:16:48,5
ARM-210108-765,Robbery,Armed Robbery,28.575703801698808,77.19791519269148,2021-01-08,06:50:41,5
DAN-210621-223,Illegal Street Racing,Dangerous Driving,28.523334627460592,77.24245397711866,2021-06-21,11:29:04,4
INJ-210818-373,Hit-and-Run,Injury Escape,28.57857890455869,77.17583144482087,2021-08-18,12:32:47,5
DRA-210801-837,Illegal Street Racing,Drag Racing,28.54986374022518,77.17445961173694,2021-08-01,20:17:37,3
VER-210827-880,Hate Crimes,Verbal Abuse,28.51169593427094,77.17959237732168,2021-08-27,09:56:06,3
VEH-210927-258,Kidnapping,Vehicle Abduction,28.516510545438713,77.23244420129878,2021-09-27,14:31:56,5
INS-210219-918,Fraud,Insurance Scam,28.51487841005675,77.17981839243829,2021-02-19,00:12:59,3
PED-210922-335,Assault,Pedestrian Attack,28.519723672748192,77.23368401689885,2021-09-22,04:03:37,5
DRU-211109-028,Traffic Violation,Drunk Driving,28.518803455026173,77.22981401471979,2021-11-09,14:31:23,4
VEH-210227-384,Kidnapping,Vehicle Abduction,28.545819696712204,77.259389516183,2021-02-27,15:32:36,5
PIC-210422-554,Theft,Pickpocketing,28.581686766601237,77.21501957405901,2021-04-22,02:37:50,2
AGG-210909-340,Loitering and Harassment,Aggressive Panhandling,28.56604144421169,77.1767558390319,2021-09-09,21:53:11,2
VEH-210611-818,Theft,Vehicle Theft,28.581800801958025,77.243334965815,2021-06-11,22:05:09,4
INJ-210504-342,Hit-and-Run,Injury Escape,28.581206377964858,77.25795556887027,2021-05-04,17:53:39,5
SEX-210923-342,Sexual Crime,Sexual Harassment,28.572734662992808,77.23892264974437,2021-09-23,22:23:06,3
AGG-210213-823,Loitering and Harassment,Aggressive Panhandling,28.573584595708905,77.19374773761334,2021-02-13,03:10:54,2
BLO-210104-565,Obstruction,Blocking Pedestrian Path,28.58584067433583,77.24306028234042,2021-01-04,07:51:57,1
PED-211125-017,Assault,Pedestrian Attack,28.563561156255588,77.23017133867465,2021-11-25,01:40:25,5
INJ-211226-812,Hit-and-Run,Injury Escape,28.531049700315794,77.21871916772564,2021-12-26,10:13:55,5
SPE-211112-280,Traffic Violation,Speeding,28.54143970520616,77.24317256816788,2021-11-12,14:41:48,2
PAR-210320-650,Robbery,Parking Lot Robbery,28.562637783360536,77.17069588042123,2021-03-20,10:35:42,4
VEH-211128-001,Theft,Vehicle Theft,28.53547063867117,77.2430776959394,2021-11-28,08:09:53,4
AGG-211104-075,Loitering and Harassment,Aggressive Panhandling,28.548361515838078,77.21109173788602,2021-11-04,07:05:59,2
ACC-210926-611,Hit-and-Run,Accident Fleeing,28.570319494996763,77.24632417863202,2021-09-26,14:07:27,4
BIK-211226-187,Theft,Bike Theft,28.515282385654462,77.26610389547324,2021-12-26,18:07:33,2
STA-210715-423,Loitering and Harassment,Stalking,28.59058404790512,77.2480529835674,2021-07-15,06:06:14,4
MUG-210209-420,Robbery,Mugging,28.529856497427133,77.21049521776769,2021-02-09,16:59:46,4
TOL-210315-749,Fraud,Toll Booth Fraud,28.57651292569658,77.22810065509114,2021-03-15,15:16:53,2
CAR-210219-558,Assault,Carjacking,28.51627624345826,77.2327510503116,2021-02-19,01:12:19,5
TAR-211003-898,Hate Crimes,Targeted Assault,28.553241359813722,77.17450313121412,2021-10-03,20:21:49,5
VER-210207-363,Hate Crimes,Verbal Abuse,28.58165575887617,77.22656853159191,2021-02-07,15:43:51,3
SEX-210827-086,Sexual Crime,Sexual Harassment,28.52948446315809,77.25564125864787,2021-08-27,23:26:21,3
PUB-210815-953,Vandalism,Public Property Destruction,28.54230618665064,77.20841152152501,2021-08-15,07:18:56,3
TAR-210503-942,Hate Crimes,Targeted Assault,28.516037129191325,77.2329328212661,2021-05-03,18:25:25,5
ARM-210920-005,Robbery,Armed Robbery,28.58945025508517,77.25082160514631,2021-09-20,22:25:02,5
PAR-210507-615,Robbery,Parking Lot Robbery,28.559024505091678,77.22709795092072,2021-05-07,06:21:47,4
ACC-211002-927,Hit-and-Run,Accident Fleeing,28.532544920903458,77.2207609969046,2021-10-02,00:58:58,4
ROA-210718-377,Vandalism,Road Sign Graffiti,28.571359122111005,77.26079769558999,2021-07-18,00:19:51,1
