CrimeID,CrimeCategory,CrimeType,Latitude,Longitude,CrimeDate,CrimeTime,Severity
ACC-211017-436,Hit-and-Run,Accident Fleeing,28.65570283815653,77.11459611725175,2021-10-17,10:17:19,4
STA-210201-328,Loitering and Harassment,Stalking,28.607928334990188,77.09768893169215,2021-02-01,13:03:29,4
BIK-211226-805,Theft,Bike Theft,28.627939016619557,77.13766817295458,2021-12-26,11:15:13,2
HIG-210214-005,Kidnapping,Highway Kidnapping,28.61058930397447,77.08194663740649,2021-02-14,02:36:44,5
STA-211120-555,Loitering and Harassment,Stalking,28.643891858068553,77.12795383826911,2021-11-20,03:55:10,4
TOL-211228-648,Fraud,Toll Booth Fraud,28.67563821993117,77.09858360460568,2021-12-28,01:39:20,2
ARM-210909-647,Robbery,Armed Robbery,28.617316302667117,77.08866054879621,2021-09-09,10:31:33,5
TOL-210325-372,Fraud,Toll Booth Fraud,28.64549527916281,77.11108375542862,2021-03-25,17:08:34,2
PIC-211105-864,Theft,Pickpocketing,28.64632441397936,77.08926842734526,2021-11-05,09:57:17,2
STA-211127-810,Loitering and Harassment,Stalking,28.646166591325766,77.10326764134709,2021-11-27,06:33:04,4
DAN-210216-085,Illegal Street Racing,Dangerous Driving,28.67355855258433,77.12216720266977,2021-02-16,00:04:35,4
DRA-211011-046,Illegal Street Racing,Drag Racing,28.64964465520926,77.13145606750334,2021-10-11,17:56:05,3
TAR-210219-719,Hate Crimes,Targeted Assault,28.62077785780882,77.05825225225207,2021-02-19,08:23:00,5
VER-211222-075,Hate Crimes,Verbal Abuse,28.604886401544082,77.07297388035933,2021-12-22,07:43:26,3
REC-211220-700,Traffic Violation,Reckless Driving,28.598144638117546,77.11742752632534,2021-12-20,10:30:40,3
CAR-210611-253,Assault,Carjacking,28.60473621418987,77.06719590628497,2021-06-11,13:11:53,5
INS-210403-891,Fraud,Insurance Scam,28.627194673886265,77.05645134521043,2021-04-03,22:19:45,3
SEX-210623-518,Sexual Crime,Sexual Assault,28.677085298741826,77.06047547724624,2021-06-23,22:56:06,5
VEH-210902-006,Vandalism,Vehicle Damage,28.649768503306383,77.08577471761322,2021-09-02,17:37:42,2
TOL-210910-788,Fraud,Toll Booth Fraud,28.66215263084599,77.1296386906881,2021-09-10,17:03:53,2
ILL-210921-044,Obstruction,Illegal Vending,28.61344044991048,77.07760562955187,2021-09-21,08:27:15,1
DRA-210506-675,Illegal Street Racing,Drag Racing,28.614317124800255,77.07292840626437,2021-05-06,05:38:53,3
ACC-210906-815,Hit-and-Run,Accident Fleeing,28.678000611813836,77.06916561804198,2021-09-06,16:53:31,4
ROA-210924-163,Assault,Road Rage Incident,28.618025662921138,77.05945344297457,2021-09-24,06:16:26,4
ACC-210805-344,Hit-and-Run,Accident Fleeing,28.651910709820054,77.11564428128688,2021-08-05,11:36:39,4
PUB-210112-731,Vandalism,Public Property Destruction,28.68159305647314,77.053920617339,2021-01-12,06:40:02,3
HIG-210519-593,Kidnapping,Highway Kidnapping,28.664271094061306,77.12299177928617,2021-05-19,23:15:15,5
ACC-210805-139,Hit-and-Run,Accident Fleeing,28.64631367480347,77.0938418904699,2021-08-05,13:40:56,4
ROA-210727-512,Assault,Road Rage Incident,28.626082366575933,77.07490692081002,2021-07-27,15:36:48,4
ROA-210603-704,Vandalism,Road Sign Graffiti,28.67202227670643,77.11129584070173,2021-06-03,22:59:20,1
TAR-210406-363,Hate Crimes,Targeted Assault,28.612495707611025,77.1130994832964,2021-04-06,14:37:15,5
BLO-210901-675,Obstruction,Blocking Pedestrian Path,28.663078651785032,77.05776638121152,2021-09-01,00:20:01,1
RAP-211228-382,Sexual Crime,Rape,28.597161874266874,77.11718350809561,2021-12-28,09:58:41,5
ACC-210522-484,Hit-and-Run,Accident Fleeing,28.64483989604391,77.06106843618316,2021-05-22,11:55:39,4
HUM-211028-436,Drug Trafficking,Human Trafficking,28.650291720819876,77.0643382226752,2021-10-28,12:16:23,5
STE-210708-732,Theft,Stealing from Vehicle,28.623601929696644,77.10771697938972,2021-07-08,21:29:41,3
PUB-210325-178,Drug Trafficking,Public Intoxication,28.635624558444068,77.09884695174287,2021-03-25,04:57:39,1
VER-210507-501,Hate Crimes,Verbal Abuse,28.6609889674267,77.1412395138905,2021-05-07,03:22:41,3
VEH-210707-940,Kidnapping,Vehicle Abduction,28.6575103186962,77.15012072222731,2021-07-07,14:49:55,5
TAR-210110-535,Hate Crimes,Targeted Assault,28.656956427761084,77.06759019666762,2021-01-10,00:31:09,5
TAR-211121-652,Hate Crimes,Targeted Assault,28.64509382439026,77.05303134923173,2021-11-21,15:42:02,5
STA-210109-016,Loitering and Harassment,Stalking,28.649247926325028,77.09520175856301,2021-01-09,01:23:44,4
VEH-210117-505,Theft,Vehicle Theft,28.6208725853368,77.11681391127233,2021-01-17,14:05:22,4
TAR-210228-363,Hate Crimes,Targeted Assault,28.633097905780918,77.10718421288111,2021-02-28,22:04:27,5
BLO-210211-864,Obstruction,Blocking Pedestrian Path,28.598649105044842,77.12206620503362,2021-02-11,12:03:14,1
BLO-210707-806,Obstruction,Blocking Pedestrian Path,28.622432176330772,77.11911926673235,2021-07-07,13:04:17,1
ACC-210410-124,Hit-and-Run,Accident Fleeing,28.640936602677296,77.14266470421204,2021-04-10,21:23:04,4
PUB-210519-021,Drug Trafficking,Public Intoxication,28.59759099665122,77.07293707151757,2021-05-19,07:29:47,1
MUG-210222-667,Robbery,Mugging,28.6605769933045,77.13384545540566,2021-02-22,11:39:38,4
STA-210704-654,Loitering and Harassment,Stalking,28.63957503988472,77.10161281243731,2021-07-04,22:23:50,4
ILL-210214-219,Obstruction,Illegal Vending,28.60718883078032,77.09692503603408,2021-02-14,23:51:49,1
VEH-210312-781,Vandalism,Vehicle Damage,28.663084311707067,77.10262534474676,2021-03-12,21:04:42,2
SEX-210701-248,Sexual Crime,Sexual Harassment,28.604275048908413,77.09326811292041,2021-07-01,01:54:39,3
VEH-210821-142,Theft,Vehicle Theft,28.649584097456227,77.13047498648636,2021-08-21,09:31:11,4
AGG-210111-981,Loitering and Harassment,Aggressive Panhandling,28.637424957129088,77.07764631478312,2021-01-11,02:46:04,2
MUG-210117-833,Robbery,Mugging,28.65009297693984,77.11786850972156,2021-01-17,16:47:19,4
SEX-210922-355,Sexual Crime,Sexual Assault,28.627951817900176,77.05163424871866,2021-09-22,15:13:14,5
RAP-210806-858,Sexual Crime,Rape,28.612866016288027,77.11315440650752,2021-08-06,23:35:04,5
VEH-210418-799,Vandalism,Vehicle Damage,28.605094114587356,77.05859313338941,2021-04-18,07:04:08,2
